transaction_id,transaction_date,year,month,year_month,customer_id,region,category,product,quantity,unit_price,discount,sales,cost,profit,profit_margin,payment_method,sales_channel,returned
TXN-003990,2024-03-09,2024,3,2024-03,CUST-01940,South,Electronics,Tablet,8,424.0,0.1695,2817.06,2097.61,719.45,0.2554,Upi,Online,No
TXN-003991,2024-11-19,2024,11,2024-11,CUST-01493,South,Furniture,Conference Table,8,584.77,0.1821,3826.27,2984.13,842.14,0.2201,Cash,Online,No
TXN-003992,2024-11-18,2024,11,2024-11,CUST-00131,North,Furniture,Cabinet,8,192.42,0.1601,1292.91,1220.38,72.53,0.0561,Debit Card,Online,No
TXN-003993,2023-05-08,2023,5,2023-05,CUST-01728,North,Accessories,USB Hub,9,30.27,0.2027,217.21,151.55,65.66,0.3023,Credit Card,Store,No
TXN-003994,2023-09-18,2023,9,2023-09,CUST-00635,South,Office Supplies,Pens,10,4.89,0.083,44.84,27.21,17.63,0.3932,Cash,Store,No
TXN-003995,2024-04-11,2024,4,2024-04,CUST-02181,South,Accessories,Desk Lamp,1,47.8,0.1012,42.96,34.83,8.13,0.1892,Cash,Online,No
TXN-003996,2023-11-02,2023,11,2023-11,CUST-00064,West,Furniture,Conference Table,12,662.38,0.1195,6998.71,6430.58,568.13,0.0812,Debit Card,Online,No
TXN-003997,2023-01-24,2023,1,2023-01,CUST-00917,North,Furniture,Cabinet,11,277.09,0.1657,2542.94,1883.51,659.43,0.2593,Credit Card,Store,No
TXN-003998,2025-02-10,2025,2,2025-02,CUST-00017,South,Office Supplies,Notebook,14,7.8,0.0455,104.23,62.67,41.56,0.3987,Debit Card,Online,No
TXN-003999,2024-10-28,2024,10,2024-10,CUST-01583,North,Furniture,Desk,6,317.63,0.0639,1784.0,1117.02,666.98,0.3739,Debit Card,Marketplace,No
TXN-004000,2024-04-19,2024,4,2024-04,CUST-01195,West,Electronics,Printer,1,183.09,0.1441,156.71,129.42,27.29,0.1741,Debit Card,Store,No
TXN-004001,2023-10-17,2023,10,2023-10,CUST-01333,West,Accessories,Mouse,6,24.52,0.0831,134.89,81.02,53.87,0.3994,Upi,Store,No
TXN-004002,2025-02-07,2025,2,2025-02,CUST-01752,West,Office Supplies,Pens,6,3.91,0.2298,18.07,19.66,-1.59,-0.088,Cash,Online,No
TXN-004003,2023-02-02,2023,2,2023-02,CUST-02240,West,Furniture,Cabinet,9,223.7,0.2144,1581.65,1253.06,328.59,0.2078,Bank Transfer,Online,No
TXN-004004,2024-02-12,2024,2,2024-02,CUST-00958,South,Furniture,Desk,3,348.16,0.1493,888.54,872.22,16.32,0.0184,Cash,Marketplace,No
TXN-004005,2024-12-31,2024,12,2024-12,UNKNOWN,East,Electronics,Headphones,2,100.81,0.0679,187.93,133.97,53.96,0.2871,Cash,Online,No
TXN-004006,2025-05-19,2025,5,2025-05,CUST-01553,South,Office Supplies,Notebook,3,8.62,0.109,23.04,15.82,7.22,0.3134,Upi,Store,No
TXN-004007,2023-08-18,2023,8,2023-08,CUST-02204,West,Furniture,Desk,10,290.03,0.1268,2532.54,1735.4,797.14,0.3148,Debit Card,Store,No
TXN-004008,2024-08-16,2024,8,2024-08,CUST-00479,South,Accessories,Keyboard,3,55.34,0.0752,153.54,139.78,13.76,0.0896,Credit Card,Online,No
TXN-004009,2023-06-22,2023,6,2023-06,CUST-01309,South,Furniture,Office Chair,9,185.65,0.2302,1286.22,1278.24,7.98,0.0062,Credit Card,Store,No
TXN-004010,2023-04-16,2023,4,2023-04,CUST-02092,West,Furniture,Bookshelf,10,173.0,0.1501,1470.33,1332.15,138.18,0.094,Bank Transfer,Online,No
TXN-004011,2023-11-18,2023,11,2023-11,CUST-00704,West,Office Supplies,Pens,8,4.05,0.1827,26.48,19.91,6.57,0.2481,Credit Card,Online,Yes
TXN-004012,2025-03-18,2025,3,2025-03,CUST-00907,West,Accessories,Desk Lamp,1,44.59,0.1338,38.62,33.24,5.38,0.1393,Debit Card,Store,No
TXN-004013,2024-09-20,2024,9,2024-09,CUST-01123,North,Accessories,Webcam,2,76.36,0.1311,132.7,87.98,44.72,0.337,Debit Card,Store,Yes
TXN-004014,2024-03-22,2024,3,2024-03,CUST-01769,North,Furniture,Cabinet,12,226.14,0.2098,2144.35,1604.51,539.84,0.2517,Cash,Online,No
TXN-004015,2023-09-15,2023,9,2023-09,CUST-01677,South,Furniture,Office Chair,9,187.47,0.0279,1640.16,944.01,696.15,0.4244,Cash,Online,No
TXN-004016,2023-05-10,2023,5,2023-05,CUST-00325,South,Office Supplies,Notebook,11,8.31,0.1783,75.11,67.48,7.63,0.1016,Cash,Marketplace,No
TXN-004017,2023-09-04,2023,9,2023-09,CUST-00515,South,Accessories,Keyboard,14,52.93,0.1992,593.41,612.8,-19.39,-0.0327,Cash,Store,Yes
TXN-004018,2023-05-20,2023,5,2023-05,CUST-02046,South,Accessories,Keyboard,6,52.17,0.2217,243.62,243.68,-0.06,-0.0002,Cash,Online,No
TXN-004019,2023-06-20,2023,6,2023-06,CUST-01685,West,Furniture,Conference Table,13,598.48,0.0372,7490.82,4524.52,2966.3,0.396,Debit Card,Store,No
TXN-004020,2024-09-19,2024,9,2024-09,CUST-01296,North,Office Supplies,Pens,6,3.86,0.0111,22.9,13.27,9.63,0.4205,Cash,Marketplace,No
TXN-004021,2023-05-02,2023,5,2023-05,CUST-01051,East,Electronics,Tablet,13,369.66,0.3087,3322.1,3065.49,256.61,0.0772,Debit Card,Marketplace,No
TXN-004022,2023-02-13,2023,2,2023-02,CUST-02426,West,Electronics,Printer,10,222.12,0.1312,1929.78,1527.34,402.44,0.2085,Credit Card,Online,No
TXN-004023,2024-05-09,2024,5,2024-05,CUST-02207,East,Electronics,Printer,4,219.58,0.2052,698.09,536.93,161.16,0.2309,Debit Card,Online,No
TXN-004024,2023-09-19,2023,9,2023-09,UNKNOWN,South,Electronics,Headphones,1,89.35,0.0786,82.33,50.06,32.27,0.392,Credit Card,Online,No
TXN-004025,2024-02-19,2024,2,2024-02,CUST-00879,North,Furniture,Bookshelf,13,139.92,0.1689,1511.74,1433.82,77.92,0.0515,Cash,Marketplace,No
TXN-004026,2023-05-08,2023,5,2023-05,CUST-02183,North,Furniture,Desk,6,332.51,0.0873,1820.89,1591.5,229.39,0.126,Credit Card,Online,No
TXN-004027,2023-07-11,2023,7,2023-07,CUST-00865,East,Office Supplies,Notebook,13,9.12,0.1496,100.82,80.4,20.42,0.2025,Debit Card,Online,No
TXN-004028,2024-02-07,2024,2,2024-02,CUST-01031,South,Office Supplies,Notebook,3,8.65,0.2002,20.75,19.33,1.42,0.0684,Credit Card,Online,No
TXN-004029,2024-09-21,2024,9,2024-09,CUST-02293,North,Electronics,Printer,7,230.17,0.1529,1364.84,917.67,447.17,0.3276,Debit Card,Online,No
TXN-004030,2024-01-13,2024,1,2024-01,CUST-00270,West,Office Supplies,Notebook,3,7.81,0.046,22.35,14.94,7.41,0.3315,Upi,Store,No
TXN-004031,2024-05-09,2024,5,2024-05,CUST-01759,East,Electronics,Tablet,2,433.96,0.1994,694.86,544.48,150.38,0.2164,Credit Card,Marketplace,No
TXN-004032,2024-04-20,2024,4,2024-04,CUST-01720,West,Electronics,Tablet,8,415.55,0.1238,2912.84,1882.2,1030.64,0.3538,Bank Transfer,Online,No
TXN-004033,2023-09-03,2023,9,2023-09,CUST-00948,South,Accessories,Webcam,7,65.93,0.1747,380.88,363.35,17.53,0.046,Cash,Online,No
TXN-004034,2023-09-13,2023,9,2023-09,CUST-00458,West,Electronics,Laptop,4,863.31,0.0033,3441.84,2444.42,997.42,0.2898,Debit Card,Online,No
TXN-004035,2024-01-24,2024,1,2024-01,CUST-02153,North,Furniture,Bookshelf,5,139.59,0.1994,558.78,478.78,80.0,0.1432,Credit Card,Online,No
TXN-004036,2023-01-30,2023,1,2023-01,CUST-02000,North,Office Supplies,Paper Pack,6,11.28,0.1022,60.76,38.81,21.95,0.3613,Upi,Store,No
TXN-004037,2024-09-17,2024,9,2024-09,CUST-02146,West,Furniture,Desk,4,308.61,0.0539,1167.9,907.13,260.77,0.2233,Debit Card,Online,No
TXN-004038,2024-07-14,2024,7,2024-07,CUST-00838,West,Furniture,Conference Table,11,583.75,0.0746,5942.22,4586.26,1355.96,0.2282,Credit Card,Store,No
TXN-004039,2023-10-07,2023,10,2023-10,CUST-02408,South,Office Supplies,Pens,5,3.99,0.0896,18.16,14.56,3.6,0.1982,Bank Transfer,Store,No
TXN-004040,2023-12-07,2023,12,2023-12,CUST-01892,North,Office Supplies,Pens,9,3.34,0.0539,28.44,20.28,8.16,0.2869,Debit Card,Store,No
TXN-004041,2023-10-27,2023,10,2023-10,CUST-00600,South,Furniture,Office Chair,11,166.57,0.0833,1679.64,1209.23,470.41,0.2801,Bank Transfer,Online,No
TXN-004042,2024-08-17,2024,8,2024-08,CUST-01204,West,Accessories,Desk Lamp,5,50.66,0.03,245.7,144.49,101.21,0.4119,Credit Card,Online,No
TXN-004043,2024-11-23,2024,11,2024-11,CUST-00792,West,Electronics,Tablet,1,419.7,0.1353,362.91,330.63,32.28,0.0889,Upi,Online,No
TXN-004044,2023-04-10,2023,4,2023-04,CUST-01343,South,Furniture,Cabinet,1,240.33,0.35,156.21,167.11,-10.9,-0.0698,Bank Transfer,Online,No
TXN-004045,2024-12-01,2024,12,2024-12,CUST-00471,North,Electronics,Tablet,9,433.98,0.1912,3159.03,2420.98,738.05,0.2336,Bank Transfer,Online,No
TXN-004046,2023-01-13,2023,1,2023-01,CUST-01837,East,Electronics,Monitor,1,257.75,0.2665,189.06,155.83,33.23,0.1758,Debit Card,Marketplace,No
TXN-004047,2024-02-17,2024,2,2024-02,CUST-01149,East,Accessories,Keyboard,2,51.12,0.1781,84.03,66.09,17.94,0.2135,Upi,Store,No
TXN-004048,2023-08-15,2023,8,2023-08,CUST-01663,South,Office Supplies,Notebook,7,7.65,0.2703,39.08,45.22,-6.14,-0.1571,Bank Transfer,Online,No
TXN-004049,2023-11-03,2023,11,2023-11,CUST-01605,East,Electronics,Printer,4,242.9,0.1348,840.63,672.05,168.58,0.2005,Credit Card,Store,No
TXN-004050,2024-02-21,2024,2,2024-02,CUST-01661,West,Electronics,Bookshelf,6,143.6,0.1971,691.78,596.06,95.72,0.1384,Credit Card,Online,No
TXN-004051,2023-10-23,2023,10,2023-10,CUST-01900,North,Electronics,Monitor,10,295.81,0.0647,2766.71,1767.32,999.39,0.3612,Cash,Online,No
TXN-004052,2023-12-26,2023,12,2023-12,CUST-01648,East,Office Supplies,Stapler,12,8.7,0.1223,91.63,85.57,6.06,0.0661,Debit Card,Online,No
TXN-004053,2024-11-28,2024,11,2024-11,CUST-01290,East,Furniture,Office Chair,6,175.4,0.1731,870.23,709.68,160.55,0.1845,Upi,Store,No
TXN-004054,2025-01-08,2025,1,2025-01,CUST-01464,East,Accessories,Webcam,2,70.43,0.0812,129.42,81.43,47.99,0.3708,Bank Transfer,Online,No
TXN-004055,2023-01-06,2023,1,2023-01,CUST-01578,West,Electronics,Tablet,3,414.08,0.0768,1146.84,722.92,423.92,0.3696,Bank Transfer,Online,No
TXN-004056,2023-12-11,2023,12,2023-12,CUST-02018,East,Furniture,Conference Table,12,554.95,0.35,4328.61,4324.46,4.15,0.001,Upi,Online,No
TXN-004057,2025-02-11,2025,2,2025-02,CUST-01190,South,Accessories,USB Hub,1,34.96,0.2267,27.03,21.27,5.76,0.2131,Debit Card,Store,No
TXN-004058,2024-04-28,2024,4,2024-04,CUST-00751,North,Accessories,USB Hub,3,30.88,0.1728,76.63,64.7,11.93,0.1557,Cash,Online,No
TXN-004059,2023-07-07,2023,7,2023-07,CUST-00632,East,Electronics,Monitor,14,267.58,0.1245,3279.73,2700.05,579.68,0.1767,Debit Card,Online,No
TXN-004060,2024-06-25,2024,6,2024-06,CUST-00454,North,Furniture,Bookshelf,5,152.7,0.0687,711.05,618.44,92.61,0.1302,Debit Card,Online,No
TXN-004061,2023-05-13,2023,5,2023-05,CUST-01507,North,Accessories,Desk Lamp,1,47.62,0.0976,42.97,30.83,12.14,0.2825,Upi,Online,No
TXN-004062,2023-01-20,2023,1,2023-01,CUST-01838,South,Office Supplies,Notebook,13,7.68,0.0217,97.67,67.11,30.56,0.3129,Bank Transfer,Marketplace,No
TXN-004063,2024-07-30,2024,7,2024-07,CUST-00793,East,Office Supplies,Stapler,11,9.53,0.1872,85.21,67.38,17.83,0.2092,Upi,Store,No
TXN-004064,2024-04-14,2024,4,2024-04,CUST-01350,West,Office Supplies,Paper Pack,12,12.41,0.0634,139.48,126.02,13.46,0.0965,Bank Transfer,Online,No
TXN-004065,2024-11-20,2024,11,2024-11,CUST-00931,East,Accessories,USB Hub,10,35.36,0.35,229.84,293.47,-63.63,-0.2768,Upi,Online,No
TXN-004066,2023-11-11,2023,11,2023-11,CUST-02252,West,Furniture,Bookshelf,8,173.73,0.066,1298.11,857.76,440.35,0.3392,Debit Card,Store,No
TXN-004067,2025-02-18,2025,2,2025-02,CUST-02266,South,Electronics,Headphones,10,98.58,0.1334,854.29,742.82,111.47,0.1305,Debit Card,Store,No
TXN-004068,2024-01-20,2024,1,2024-01,CUST-02413,South,Furniture,Desk,2,308.12,0.082,565.71,363.84,201.87,0.3568,Upi,Marketplace,No
TXN-004069,2024-11-04,2024,11,2024-11,CUST-02153,West,Office Supplies,Folders,2,6.74,0.1498,11.46,10.51,0.95,0.0829,Cash,Store,No
TXN-004070,2023-04-02,2023,4,2023-04,CUST-02168,South,Furniture,Conference Table,9,624.49,0.3294,3769.05,4523.6,-754.55,-0.2002,Bank Transfer,Marketplace,No
TXN-004071,2023-03-30,2023,3,2023-03,CUST-01394,West,Furniture,Cabinet,7,262.73,0.1954,1479.75,1150.43,329.32,0.2226,Cash,Store,No
TXN-004072,2024-12-14,2024,12,2024-12,CUST-01369,East,Office Supplies,Pens,11,3.41,0.1475,31.98,31.91,0.07,0.0022,Bank Transfer,Online,No
TXN-004073,2025-01-30,2025,1,2025-01,CUST-00755,North,Furniture,Office Chair,14,175.67,0.0362,2370.35,1985.93,384.42,0.1622,Bank Transfer,Online,No
TXN-004074,2025-05-09,2025,5,2025-05,CUST-01886,East,Accessories,Keyboard,4,53.69,0.035,207.24,151.2,56.04,0.2704,Bank Transfer,Online,No
TXN-004075,2023-10-24,2023,10,2023-10,CUST-00801,North,Furniture,Desk,5,271.66,0.1427,1164.47,787.88,376.59,0.3234,Cash,Store,No
TXN-004076,2023-01-21,2023,1,2023-01,CUST-00836,North,Office Supplies,Stapler,3,9.12,0.0536,25.89,18.4,7.49,0.2893,Upi,Store,No
TXN-004077,2025-06-12,2025,6,2025-06,CUST-02365,North,Office Supplies,Folders,12,5.82,0.1594,58.71,48.75,9.96,0.1696,Debit Card,Online,No
TXN-004078,2024-07-02,2024,7,2024-07,CUST-00037,North,Electronics,Headphones,7,79.81,0.096,505.04,452.53,52.51,0.104,Debit Card,Marketplace,No
TXN-004079,2023-08-14,2023,8,2023-08,CUST-00296,South,Furniture,Conference Table,5,563.22,0.231,2165.58,1928.09,237.49,0.1097,Cash,Online,No
TXN-004080,2024-11-27,2024,11,2024-11,CUST-01952,West,Electronics,Laptop,11,944.27,0.0679,9681.69,5757.9,3923.79,0.4053,Credit Card,Online,No
TXN-004081,2025-04-04,2025,4,2025-04,CUST-01713,South,Office Supplies,Stapler,7,9.65,0.3118,46.49,44.8,1.69,0.0364,Debit Card,Online,No
TXN-004082,2023-09-17,2023,9,2023-09,CUST-01954,West,Office Supplies,Pens,8,3.77,0.0436,28.85,19.95,8.9,0.3085,Bank Transfer,Marketplace,No
TXN-004083,2024-12-02,2024,12,2024-12,CUST-01168,East,Electronics,Laptop,12,799.62,0.086,8770.23,7260.67,1509.56,0.1721,Upi,Store,Yes
TXN-004084,2024-12-19,2024,12,2024-12,CUST-00021,North,Furniture,Cabinet,4,245.84,0.0935,891.42,615.35,276.07,0.3097,Credit Card,Online,No
TXN-004085,2024-04-02,2024,4,2024-04,CUST-00744,North,Accessories,Desk Lamp,10,37.92,0.0795,349.05,226.62,122.43,0.3508,Credit Card,Store,No
TXN-004086,2024-07-30,2024,7,2024-07,CUST-02159,West,Electronics,Tablet,13,439.94,0.1287,4983.16,3876.5,1106.66,0.2221,Credit Card,Store,No
TXN-004087,2023-09-03,2023,9,2023-09,CUST-01666,East,Accessories,Keyboard,13,46.94,0.2199,476.03,450.26,25.77,0.0541,Cash,Online,No
TXN-004088,2025-04-27,2025,4,2025-04,CUST-02204,West,Electronics,Monitor,13,294.15,0.0351,3689.73,2431.65,1258.08,0.341,Debit Card,Online,No
TXN-004089,2025-06-15,2025,6,2025-06,CUST-00024,South,Electronics,Headphones,3,100.0,0.1206,263.82,206.05,57.77,0.219,Debit Card,Marketplace,No
TXN-004090,2025-06-13,2025,6,2025-06,CUST-00802,East,Office Supplies,Stapler,10,7.67,0.1618,64.29,58.85,5.44,0.0846,Upi,Online,No
TXN-004091,2024-11-03,2024,11,2024-11,CUST-01718,West,Electronics,Monitor,9,252.09,0.1637,1897.41,1686.09,211.32,0.1114,Upi,Store,No
TXN-004092,2023-02-08,2023,2,2023-02,CUST-00044,West,Accessories,USB Hub,2,35.89,0.1802,58.85,39.53,19.32,0.3283,Bank Transfer,Store,No
TXN-004093,2023-12-01,2023,12,2023-12,CUST-01124,North,Office Supplies,Stapler,8,7.57,0.2801,43.6,34.49,9.11,0.2089,Bank Transfer,Store,No
TXN-004094,2024-02-10,2024,2,2024-02,CUST-02191,West,Office Supplies,Notebook,4,7.97,0.0316,30.87,22.22,8.65,0.2802,Bank Transfer,Store,No
TXN-004095,2025-05-25,2025,5,2025-05,CUST-00405,South,Office Supplies,Paper Pack,8,12.46,0.0175,97.94,57.4,40.54,0.4139,Upi,Store,No
TXN-004096,2024-05-13,2024,5,2024-05,CUST-00177,West,Office Supplies,Paper Pack,9,10.01,0.2877,64.17,72.33,-8.16,-0.1272,Bank Transfer,Marketplace,No
TXN-004097,2024-05-03,2024,5,2024-05,CUST-01593,East,Office Supplies,Stapler,10,9.54,0.1535,80.76,70.41,10.35,0.1282,Cash,Online,No
TXN-004098,2023-05-14,2023,5,2023-05,CUST-00581,East,Office Supplies,Stapler,11,8.91,0.0752,90.64,55.19,35.45,0.3911,Cash,Online,No
TXN-004099,2024-12-24,2024,12,2024-12,CUST-00460,South,Accessories,Webcam,9,75.13,0.0235,660.28,484.72,175.56,0.2659,Credit Card,Online,No
TXN-004100,2023-11-03,2023,11,2023-11,CUST-01357,West,Office Supplies,Paper Pack,7,11.77,0.2664,60.44,54.67,5.77,0.0955,Bank Transfer,Store,No
TXN-004101,2023-03-25,2023,3,2023-03,CUST-01516,South,Furniture,Bookshelf,14,137.32,0.1969,1543.94,1079.6,464.34,0.3008,Credit Card,Marketplace,No
TXN-004102,2025-06-19,2025,6,2025-06,CUST-02042,South,Furniture,Conference Table,5,544.57,0.0722,2526.26,2226.66,299.6,0.1186,Upi,Store,No
TXN-004103,2023-06-23,2023,6,2023-06,CUST-00260,East,Furniture,Conference Table,5,585.02,0.1761,2409.99,1698.41,711.58,0.2953,Bank Transfer,Online,No
TXN-004104,2023-01-15,2023,1,2023-01,CUST-01955,East,Furniture,Office Chair,13,177.28,0.1963,1852.24,1939.53,-87.29,-0.0471,Bank Transfer,Online,No
TXN-004105,2023-03-12,2023,3,2023-03,CUST-01676,South,Electronics,Bookshelf,14,162.77,0.3329,1520.17,1733.24,-213.07,-0.1402,Cash,Store,No
TXN-004106,2024-02-17,2024,2,2024-02,CUST-01703,East,Furniture,Cabinet,6,224.86,0.0445,1289.12,991.24,297.88,0.2311,Upi,Online,Yes
TXN-004107,2023-04-04,2023,4,2023-04,CUST-00597,South,Electronics,Monitor,13,227.55,0.1888,2399.65,2196.52,203.13,0.0846,Upi,Online,No
TXN-004108,2025-02-07,2025,2,2025-02,CUST-02072,East,Accessories,Desk Lamp,13,43.35,0.2386,429.09,451.23,-22.14,-0.0516,Credit Card,Store,No
TXN-004109,2024-04-12,2024,4,2024-04,CUST-00309,East,Office Supplies,Pens,12,3.51,0.1098,37.5,28.47,9.03,0.2408,Credit Card,Online,No
TXN-004110,2023-10-23,2023,10,2023-10,CUST-01714,East,Furniture,Desk,8,328.96,0.1792,2160.08,1468.12,691.96,0.3203,Credit Card,Store,No
TXN-004111,2023-01-03,2023,1,2023-01,CUST-00337,West,Accessories,Desk Lamp,11,47.09,0.22699999999999998,400.41,409.64,-9.23,-0.0231,Credit Card,Online,No
TXN-004112,2024-03-13,2024,3,2024-03,CUST-01595,East,Accessories,USB Hub,9,37.1,0.35,217.04,184.94,32.1,0.1479,Upi,Store,No
TXN-004113,2023-05-18,2023,5,2023-05,CUST-01129,North,Accessories,Mouse,1,24.39,0.1531,20.66,14.18,6.48,0.3136,Credit Card,Marketplace,No
TXN-004114,2025-06-10,2025,6,2025-06,CUST-00420,East,Electronics,Laptop,2,802.41,0.1653,1339.54,1034.47,305.07,0.2277,Upi,Online,No
TXN-004115,2023-09-23,2023,9,2023-09,CUST-00487,North,Furniture,Conference Table,14,575.48,0.1209,7082.66,6671.28,411.38,0.0581,Debit Card,Online,No
TXN-004116,2024-03-09,2024,3,2024-03,CUST-01100,North,Furniture,Cabinet,4,228.32,0.35,593.63,503.56,90.07,0.1517,Bank Transfer,Store,Yes
TXN-004117,2023-01-17,2023,1,2023-01,CUST-00916,West,Office Supplies,Folders,3,5.76,0.2261,13.37,10.02,3.35,0.2506,Cash,Store,No
TXN-004118,2023-04-30,2023,4,2023-04,CUST-01129,South,Office Supplies,Folders,14,6.77,0.1289,82.56,69.75,12.81,0.1552,Upi,Marketplace,No
TXN-004119,2023-07-09,2023,7,2023-07,CUST-01084,South,Office Supplies,Stapler,5,8.74,0.0406,41.93,27.1,14.83,0.3537,Upi,Store,No
TXN-004120,2023-02-17,2023,2,2023-02,CUST-00047,West,Office Supplies,Folders,11,5.95,0.1808,53.62,41.72,11.9,0.2219,Bank Transfer,Store,No
TXN-004121,2024-10-24,2024,10,2024-10,CUST-01074,North,Accessories,Desk Lamp,12,42.29,0.062,476.02,373.4,102.62,0.2156,Bank Transfer,Online,No
TXN-004122,2025-05-12,2025,5,2025-05,CUST-01014,North,Office Supplies,Pens,7,3.77,0.0942,23.9,15.96,7.94,0.3322,Credit Card,Online,Yes
TXN-004123,2025-06-17,2025,6,2025-06,CUST-00978,North,Accessories,USB Hub,9,31.44,0.1462,241.59,215.97,25.62,0.106,Cash,Marketplace,No
TXN-004124,2023-08-31,2023,8,2023-08,CUST-00568,North,Electronics,Desk Lamp,8,41.3,0.2043,262.9,241.38,21.52,0.0819,Upi,Online,No
TXN-004125,2024-12-20,2024,12,2024-12,CUST-00481,East,Furniture,Conference Table,7,689.86,0.0091,4785.08,3385.95,1399.13,0.2924,Credit Card,Online,No
TXN-004126,2024-04-04,2024,4,2024-04,CUST-00225,West,Accessories,Desk Lamp,2,46.96,0.0647,87.84,65.5,22.34,0.2543,Debit Card,Online,No
TXN-004127,2023-02-11,2023,2,2023-02,CUST-01563,East,Electronics,Printer,2,204.31,0.1511,346.88,329.56,17.32,0.0499,Upi,Store,No
TXN-004128,2023-03-24,2023,3,2023-03,CUST-01366,North,Electronics,Monitor,11,246.34,0.0339,2617.88,1793.16,824.72,0.315,Upi,Online,No
TXN-004129,2024-05-14,2024,5,2024-05,CUST-02030,East,Accessories,Webcam,12,76.92,0.177,759.66,637.11,122.55,0.1613,Bank Transfer,Online,No
TXN-004130,2024-01-22,2024,1,2024-01,CUST-00593,North,Furniture,Conference Table,1,559.89,0.067,522.38,352.44,169.94,0.3253,Cash,Marketplace,No
TXN-004131,2023-01-08,2023,1,2023-01,CUST-01020,East,Furniture,Office Chair,5,155.47,0.2006,621.41,502.09,119.32,0.192,Debit Card,Store,No
TXN-004132,2025-04-28,2025,4,2025-04,CUST-00476,East,Accessories,Mouse,6,25.95,0.1639,130.18,125.21,4.97,0.0382,Cash,Online,No
TXN-004133,2024-10-28,2024,10,2024-10,CUST-02351,North,Furniture,Cabinet,1,212.95,0.3113,146.66,161.05,-14.39,-0.0981,Bank Transfer,Online,No
TXN-004134,2024-04-03,2024,4,2024-04,CUST-01967,West,Electronics,Printer,6,188.44,0.1113,1004.8,951.72,53.08,0.0528,Debit Card,Marketplace,No
TXN-004135,2025-06-19,2025,6,2025-06,CUST-00372,West,Electronics,Tablet,14,383.29,0.0568,5061.27,2998.88,2062.39,0.4075,Bank Transfer,Marketplace,Yes
TXN-004136,2025-06-04,2025,6,2025-06,CUST-02026,South,Furniture,Conference Table,9,619.92,0.0841,5110.06,4364.58,745.48,0.1459,Bank Transfer,Marketplace,No
TXN-004137,2025-06-07,2025,6,2025-06,CUST-02309,East,Electronics,Monitor,13,257.83,0.2872,2389.16,2797.99,-408.83,-0.1711,Credit Card,Store,No
TXN-004138,2023-08-25,2023,8,2023-08,CUST-01653,East,Electronics,Tablet,6,386.92,0.1409,1994.42,1681.62,312.8,0.1568,Credit Card,Store,No
TXN-004139,2025-03-14,2025,3,2025-03,CUST-02477,North,Accessories,Desk Lamp,11,46.69,0.1687,426.95,332.4,94.55,0.2215,Bank Transfer,Marketplace,No
TXN-004140,2024-04-05,2024,4,2024-04,CUST-00475,North,Furniture,Desk,14,298.82,0.0174,4110.69,3121.22,989.47,0.2407,Debit Card,Online,No
TXN-004141,2024-10-24,2024,10,2024-10,CUST-00722,East,Office Supplies,Folders,8,5.21,0.1952,33.54,24.33,9.21,0.2746,Bank Transfer,Store,No
TXN-004142,2025-02-22,2025,2,2025-02,CUST-01582,West,Electronics,Printer,12,188.03,0.223,1753.19,1304.12,449.07,0.2561,Upi,Online,No
TXN-004143,2023-05-29,2023,5,2023-05,CUST-01346,East,Furniture,Cabinet,3,230.4,0.1021,620.63,588.29,32.34,0.0521,Bank Transfer,Marketplace,No
TXN-004144,2024-02-13,2024,2,2024-02,CUST-01784,East,Office Supplies,Notebook,14,7.5,0.35,68.25,83.49,-15.24,-0.2233,Debit Card,Online,No
TXN-004145,2023-04-28,2023,4,2023-04,CUST-02414,East,Furniture,Conference Table,14,605.05,0.142,7267.86,5963.66,1304.2,0.1794,Credit Card,Store,No
TXN-004146,2023-09-12,2023,9,2023-09,CUST-00584,South,Furniture,Bookshelf,8,163.35,0.1496,1111.3,1083.77,27.53,0.0248,Debit Card,Online,No
TXN-004147,2024-01-13,2024,1,2024-01,CUST-02182,North,Furniture,Desk,2,303.87,0.1141,538.4,395.64,142.76,0.2652,Upi,Store,No
TXN-004148,2025-02-19,2025,2,2025-02,CUST-00333,South,Electronics,Tablet,5,509.59,0.1776,2095.43,2174.3,-78.87,-0.0376,Credit Card,Online,No
TXN-004149,2025-02-25,2025,2,2025-02,CUST-01149,West,Electronics,Tablet,5,429.28,0.1226,1883.25,1228.56,654.69,0.3476,Cash,Online,No
TXN-004150,2023-12-22,2023,12,2023-12,CUST-01084,West,Furniture,Desk,14,315.49,0.1089,3935.86,3293.9,641.96,0.1631,Cash,Marketplace,No
TXN-004151,2023-10-28,2023,10,2023-10,CUST-02016,West,Electronics,Headphones,1,84.86,0.2502,63.63,47.16,16.47,0.2588,Debit Card,Online,No
TXN-004152,2024-04-29,2024,4,2024-04,CUST-01061,North,Electronics,Laptop,2,826.3,0.2504,1238.79,1236.49,2.3,0.0019,Debit Card,Online,No
TXN-004153,2025-04-11,2025,4,2025-04,CUST-02076,South,Electronics,Headphones,12,93.11,0.2881,795.42,907.07,-111.65,-0.1404,Credit Card,Online,No
TXN-004154,2025-06-09,2025,6,2025-06,CUST-00384,East,Accessories,Keyboard,13,58.34,0.1388,653.15,631.86,21.29,0.0326,Bank Transfer,Online,No
