Transaction_ID,Transaction_Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Sales_Channel,Returned
TXN-002334,2025-01-20,CUST-02062,North,Accessories,Keyboard,12,58.32,0.066,653.69,497.64,156.04,Cash,Marketplace,No
TXN-002335,2024-05-19,CUST-00879,West,Office Supplies,Stapler,4,8.98,0.1783,29.51,25.16,4.35,Debit Card,Store,No
TXN-002336,2024-05-06,CUST-02327,South,Furniture,Cabinet,3,249.58,0.1145,663.0,570.03,92.97,UPI,Marketplace,No
TXN-002337,2024-02-19,CUST-00019,North,Office Supplies,Paper Pack,4,12.15,0.1426,41.67,31.06,10.6,Credit Card,Online,No
TXN-002338,2025-01-17,,South,Electronics,Printer,3,172.86,0.1299,451.19,401.45,49.74,UPI,Store,Yes
TXN-002339,2023-02-09,CUST-01935,South,Accessories,Keyboard,13,$55.13,0.2741,520.3,564.64,-44.34,Credit Card,Store,No
TXN-002340,2023-03-26,CUST-01685,East,Furniture,Conference Table,13,579.6,0.1982,6041.65,5887.58,154.07,Credit Card,Store,No
TXN-002341,2024-01-22,CUST-00448,East,Accessories,Mouse,3,26.18,0.0105,77.71,58.17,19.54,Cash,Online,No
TXN-002342,2023-12-26,CUST-00365,North,Accessories,Keyboard,12,56.75,0.2446,514.43,539.44,-25.01,Cash,Online,No
TXN-002343,2024-05-12,CUST-01859,West,Office Supplies,Paper Pack,4,11.07,0.2435,33.5,35.88,-2.38,Bank Transfer,Online,No
TXN-002344,2024-11-03,CUST-02496,South,Office Supplies,Paper Pack,6,12.17,0.0851,66.79,41.86,24.92,UPI,Marketplace,No
TXN-002345,2024-06-19,CUST-01911,North,Office Supplies,Pens,14,4.16,0.0739,53.98,40.66,13.32,Credit Card,Marketplace,Yes
TXN-002346,2023-08-23,,West,Electronics,Headphones,9,98.18,0.144,756.42,530.8,225.62,Cash,Online,No
TXN-002347,2023-10-26,CUST-02277,East,Accessories,Webcam,12,75.33,0.1613,758.14,769.28,-11.13,UPI,Online,No
TXN-002348,2024-11-17,CUST-02373,East,Furniture,Bookshelf,7,137.43,0.1771,791.64,613.68,177.96,Bank Transfer,Online,No
TXN-002349,2023-07-03,CUST-01975,South,Accessories,Mouse,9,24.64,0.2136,174.38,127.71,46.67,Cash,Online,No
TXN-002350,2024-04-04,CUST-01946,South,Office Supplies,Notebook,4,6.56,0.1577,22.09,20.01,2.09,bank transfer,Online,Yes
TXN-002351,2024-05-06,CUST-01975,east,Electronics,Monitor,11,284.01,0.0449,2984.04,2040.83,943.2,Cash,Store,No
TXN-002352,2024-11-15,CUST-00808,North,Furniture,Office Chair,14,181.39,0.0376,2443.86,1495.07,948.8,Debit Card,Online,No
TXN-002353,2024-10-13,CUST-01352,South,Electronics,Laptop,3,842.4,0.0559,2385.88,1836.14,549.74,UPI,Online,No
TXN-002354,2024-02-28,,West,Electronics,Laptop,8,841.29,0.1471,5740.02,4022.74,1717.28,Bank Transfer,Store,No
TXN-002355,2023-10-09,CUST-01328,East,Office Supplies,Paper Pack,4,12.46,0.0674,46.48,29.79,16.69,Cash,Store,No
TXN-002356,2023-12-02,CUST-01278,South,Electronics,Laptop,9,920.77,0.1364,7156.46,5280.47,1875.99,Credit Card,Store,No
TXN-002357,2024-01-11,CUST-00172,North,Accessories,Mouse,7,24.42,0.1191,150.57,113.91,36.65,Credit Card,Online,No
TXN-002358,2023-07-19,CUST-00207,East,Furniture,Desk,6,330.48,0.0923,1799.8,1698.18,101.62,Credit Card,Online,No
TXN-002359,2024-07-24,CUST-02377,South,Furniture,Desk,6,330.19,0.3418,1304.01,1153.19,150.82,Debit Card,Online,No
TXN-002360,2023-07-10,CUST-01380,North,Electronics,Printer,8,173.07,0.0712,1285.9,773.52,512.38,Credit Card,Marketplace,Yes
TXN-002361,2024-08-14,CUST-00082,North,Electronics,Headphones,3,89.62,0.1137,238.29,208.3,29.99,Credit Card,Store,No
TXN-002362,2024-11-16,CUST-00925,East,Office Supplies,Stapler,5,9.31,0.297,32.74,35.62,-2.88,Credit Card,Store,No
TXN-002363,2025-05-27,CUST-02229,East,Furniture,Cabinet,1,252.7,0.0645,236.4,141.46,94.94,Debit Card,Marketplace,No
TXN-002364,2023-04-19,CUST-01820,North,Office Supplies,Notebook,7,8.87,0.1056,55.53,46.08,9.45,Bank Transfer,Online,No
TXN-002365,2024-11-23,CUST-02059,North,Office Supplies,Pens,9,3.61,0.0485,30.9,26.49,4.41,Debit Card,Store,No
TXN-002366,2023-03-20,CUST-01565,East,Electronics,Headphones,9,102.6,0.0283,897.23,522.15,375.08,Cash,Store,No
TXN-002367,2023-11-04,CUST-01751,East,Furniture,Conference Table,3,649.59,0.2772,1408.61,1510.61,-102.0,Credit Card,Marketplace,No
TXN-002368,2023-06-10,CUST-00617,east,Furniture,Bookshelf,12,154.95,0.2072,1474.18,1567.32,-93.14, CASH ,Online,Yes
TXN-002369,2023-05-29,CUST-02105,North,Electronics,Monitor,6,217.99,0.1219,1148.52,1071.83,76.69,UPI,Online,No
TXN-002370,2023-06-09,CUST-01834,East,Office Supplies,Stapler,12,8.61,0.0779,95.3,65.75,29.56,Cash,Online,No
TXN-002371,2023-10-02,CUST-00599,West,Electronics,Laptop,12,857.37,0.3443,6746.49,7758.65,-1012.15,Debit Card,Store,No
TXN-002372,2025-01-20,CUST-00778,East,Electronics,Printer,1,206.04,0.153,174.52,128.99,45.52,Credit Card,Online,No
TXN-002373,2023-02-25,CUST-01918,North,Office Supplies,Paper Pack,1,9.92,0.35,6.45,7.98,-1.53,Cash,Online,No
TXN-002374,2023-12-30,CUST-00622,East,Furniture,Office Chair,8,176.24,0.0414,1351.55,1006.6,344.95,UPI,Online,No
TXN-002375,2024-09-29,CUST-01673,South,Accessories,Keyboard,12,50.91,0.1347,528.55,453.85,74.7,Bank Transfer,Store,No
TXN-002376,2025-06-22,CUST-01047,north,Accessories,Desk Lamp,6,47.13,0.0128,279.15,183.22,95.92,Debit Card,Store,No
TXN-002377,2025-02-17,CUST-00718,South,Office Supplies,Pens,9,4.15,0.0718,34.7,29.65,5.04,Bank Transfer,Online,No
TXN-002378,2023-05-06,CUST-00395,West,Furniture,Office Chair,9,187.53,0.2873,1202.96,1008.27,194.69,Credit Card,Store,No
TXN-002379,2025-06-19,CUST-01805,,Furniture,Desk,11,310.54,0.0427,3270.08,2637.55,632.53,Cash,Online,No
TXN-002380,2024-08-19,CUST-00813,West,Electronics,Headphones,13,95.15,0.0691,1151.48,953.21,198.28,Credit Card,Store,No
TXN-002381,2023-06-13,CUST-01391,South,Accessories,Mouse,8,24.83,0.1009,178.61,118.86,59.75,Bank Transfer,Online,No
TXN-002382,2024-02-14,CUST-00650,East,Furniture,Conference Table,11,643.85,0.1426,6072.4,4774.41,1297.99,Debit Card,Online,No
TXN-002383,2025-04-17,CUST-00369,North,Furniture,Cabinet,9,220.19,0.0426,1897.21,1583.21,314.0,UPI,Marketplace,No
TXN-002384,2023-12-25,CUST-00055,East,Office Supplies,Stapler,5,8.45,0.1146,37.43,33.67,3.76,Debit Card,Online,No
TXN-002385,2023-06-17,CUST-02349,North,Office Supplies,Stapler,8,9.69,0.1021,69.62,64.76,4.87,Cash,Online,No
TXN-002386,2025-03-09,CUST-00753,South,Furniture,Office Chair,11,191.82,0.1368,1821.4,1775.21,46.19,Credit Card,Online,No
TXN-002387,2025-05-19,CUST-01441,South,Electronics,Printer,13,217.83,0.1064,2530.51,2361.9,168.61,Bank Transfer,Store,No
TXN-002388,2025-06-08,CUST-01168,South,Accessories,Keyboard,2,61.95,0.1427,106.22,94.75,11.47,Bank Transfer,Marketplace,No
TXN-002389,2025-05-21,CUST-00925,East,Electronics,Laptop,5,992.01,0.1096,4416.31,3039.09,1377.22,Credit Card,Online,No
TXN-002390,2025-03-07,CUST-02075,North,Accessories,Mouse,2,27.46,0.2835,39.35,30.23,9.12,Cash,Store,Yes
TXN-002391,2024-02-19,CUST-02278,South,,Office Chair,3,169.24,0.2026,404.84,395.59,9.25,Cash,Marketplace,No
TXN-002392,2023-06-25,CUST-00452,West,Accessories,Mouse,4,26.66,0.2092,84.33,59.59,24.75,UPI,Online,Yes
TXN-002393,2024-07-16,CUST-00078,north,Accessories,Desk Lamp,13,45.4,0.1673,491.41,352.87,138.54,Credit Card,Online,No
TXN-002394,2023-07-21,CUST-00819,South,Furniture,Office Chair,6,$171.90,0.141,885.98,776.27,109.71,Credit Card,Online,No
TXN-002395,2024-03-07,CUST-00258,South,Accessories,USB Hub,13,32.92,0.0721,397.16,311.28,85.88,Debit Card,Marketplace,Yes
TXN-002396,2024-08-21,CUST-00074,South,Electronics,Laptop,8,868.31,0.1499,5904.98,5215.35,689.64,UPI,Online,No
TXN-002397,2025-05-13,CUST-02013,East,Electronics,Printer,1,223.72,0.2015,178.64,171.4,7.24,Credit Card,Store,No
TXN-002398,2023-09-21,CUST-00188,North,Furniture,Bookshelf,6,166.55,0.0491,950.2,821.91,128.29,Bank Transfer,Store,No
TXN-002399,2023-08-18,CUST-00176,South,Office Supplies,Pens,11,4.22,0.0452,44.28,32.52,11.75,Bank Transfer,Online,No
TXN-002400,2024-11-01,CUST-00891,East,Electronics,Laptop,9,889.03,0.1377,6899.7,5276.67,1623.03,Debit Card,Marketplace,No
TXN-002401,2023-01-06,CUST-01420,South,Furniture,Conference Table,6,590.12,0.2688,2588.83,2709.75,-120.92,Debit Card,Online,No
TXN-002402,2024-05-31,CUST-01250,West,Accessories,Webcam,2,71.21,0.164,119.07,98.28,20.79,Bank Transfer,Online,No
TXN-002403,2024-11-11,CUST-01865,West,Accessories,Mouse,11,22.01,0.0825,222.13,133.78,88.35,Debit Card,Store,No
TXN-002404,2024-05-17,CUST-01871,North,Electronics,Headphones,8,99.3,,728.0,490.78,237.22,Credit Card,Store,No
TXN-002405,2023-12-17,CUST-00042,South,Furniture,Conference Table,12,620.72,0.1474,6350.48,5452.32,898.15,UPI,Marketplace,Yes
TXN-002406,2025-01-25,CUST-01908,North,Electronics,Laptop,4,980.17,0.0843,3590.13,3034.18,555.96,upi,Store,No
TXN-002407,2023-12-05,CUST-00107,North,Electronics,Monitor,3,259.17,0.0764,718.11,555.27,162.85,Cash,Store,Yes
TXN-002408,2024-10-10,CUST-02285, SOUTH ,Accessories,USB Hub,6,38.34,0.0412,220.53,133.82,86.71,Credit Card,Online,No
TXN-002409,2024-02-28,CUST-00765,East,Accessories,Mouse,4,24.05,0.35,62.53,72.54,-10.01,Bank Transfer,Marketplace,No
TXN-002410,2023-01-25,CUST-02270,South,Electronics,Headphones,8,107.9,,669.74,583.07,86.66,Credit Card,Marketplace,No
TXN-002411,2024-04-28,CUST-02499,South,Electronics,Headphones,8,106.02,0.083,777.71,526.36,251.34,Credit Card,Online,No
TXN-002412,2023-02-15,CUST-00254,South,Furniture,Bookshelf,2,163.58,0.0853,299.25,217.84,81.41,Credit Card,Store,No
TXN-002413,2025-04-29,CUST-00953,West,Furniture,Desk,7,321.54,0.1361,1944.43,1715.24,229.19,UPI,Online,No
TXN-002414,2024-07-02,CUST-00281,West,Electronics,Tablet,6,412.53,0.1854,2016.22,1796.83,219.39,Cash,Online,No
TXN-002415,2023-12-06,,North,Electronics,Laptop,8,824.77,0.039,6341.16,4237.17,2103.99,Debit Card,Store,No
TXN-002416,2024-03-19,CUST-01242,East,Furniture,Cabinet,11,212.1,0.022,2281.88,1905.4,376.48,UPI,Store,No
TXN-002417,2024-07-18,CUST-02094,South,Electronics,Headphones,7,98.55,0.0803,634.47,554.88,79.59,Bank Transfer,Online,No
TXN-002418,2023-08-26,CUST-01474,East,Accessories,Webcam,4,68.61,0.2855,196.07,154.55,41.52,UPI,Online,No
TXN-002419,2023-09-21,CUST-02120,East,Office Supplies,Stapler,13,9.28,0.2181,94.29,95.53,-1.24,UPI,Online,No
TXN-002420,2024-01-17,CUST-01495,West,Office Supplies,Pens,11,4.05,0.0991,40.18,32.38,7.79,UPI,Marketplace,No
TXN-002421,2023-08-24,CUST-00122,North,Furniture,Bookshelf,14,137.11,0.29,1362.92,1094.42,268.5,UPI,Marketplace,Yes
TXN-002422,2024-11-22,CUST-01216,South,Accessories,Desk Lamp,4,48.82,0.2539,145.71,135.54,10.17,Cash,Marketplace,Yes
TXN-002423,2023-04-05,CUST-01638,West,Electronics,Printer,9,211.61,0.2627,1404.29,1049.7,354.59,Bank Transfer,Online,No
TXN-002424,2025-01-23,CUST-02453,North,Accessories,Desk Lamp,11,48.1,0.2734,384.46,449.75,-65.3,Debit Card,Store,No
TXN-002425,2023-11-14,CUST-02083,North,Electronics,Tablet,13,380.84,0.1845,4037.66,3829.2,208.46,Debit Card,Marketplace,No
TXN-002426,2024-05-26,CUST-01273,East,Accessories,Keyboard,3,51.64,0.1064,138.44,127.6,10.83,Cash,Online,No
TXN-002427,2023-05-24,CUST-02015,West,Electronics,Laptop,4,823.32,0.2208,2566.05,2337.91,228.14,Cash,Store,No
TXN-002428,2023-12-18,CUST-02339,East,Accessories,Webcam,14,71.36,0.164,835.24,832.27,2.98,UPI,Store,No
TXN-002429,2024-11-19,CUST-02190,West,Electronics,Printer,8,208.26,0.0461,1589.24,1029.12,560.12,Bank Transfer,Online,Yes
TXN-002430,2023-09-04,CUST-02471,East,Accessories,Desk Lamp,3,49.91,0.3207,101.71,111.45,-9.74,Credit Card,Online,No
TXN-002431,2023-05-01,CUST-00899,North,Office Supplies,Notebook,3,8.66,0.1139,23.03,15.22,7.81,Credit Card,Marketplace,No
TXN-002432,2024-04-20,CUST-01111,East,Electronics,Tablet,14,395.44,0.0812,5086.69,4570.71,515.98,Debit Card,Marketplace,No
TXN-002433,2023-05-29,CUST-00036,West,Office Supplies,Stapler,13,11.12,0.1733,119.53,83.7,35.83,Bank Transfer,Online,No
TXN-002434,2023-10-15,CUST-00335,West,Electronics,Headphones,4,94.36,0.1927,304.7,274.94,29.76,Credit Card,Marketplace,No
TXN-002435,2024-02-15,CUST-02042,North,Office Supplies,Folders,8,6.62,0.35,34.42,38.29,-3.87,UPI,Marketplace,No
TXN-002436,2024-05-29,CUST-00815,North,Furniture,Office Chair,10,175.9,0.2086,1392.18,1059.24,332.94,Credit Card,Online,No
TXN-002437,2024-08-06,CUST-01098,West,Office Supplies,Pens,7,4.2,0.1819,24.05,21.15,2.9,UPI,Online,No
TXN-002438,2024-09-09,CUST-00897,North,Accessories,Mouse,5,26.9,0.1619,112.72,91.4,21.32,debit card,Online,No
TXN-002439,2025-02-08,CUST-02317,North,Furniture,Cabinet,10,202.32,0.1499,1719.95,1139.41,580.54,Cash,Online,No
TXN-002440,2023-03-02,CUST-02221,West,Office Supplies,Pens,2,4.56,0.113,8.09,7.1,0.99,Cash,Store,No
TXN-002441,2023-11-27,CUST-01849,South,Accessories,Webcam,3,65.62,0.0486,187.3,128.6,58.69,Cash,Online,No
TXN-002442,2023-01-01,CUST-02405,South,Office Supplies,Folders,1,5.83,0.0638,5.46,3.5,1.96,UPI,Online,No
TXN-002443,2023-01-09,CUST-01367,North,Furniture,Conference Table,13,570.95,0.1449,6346.89,4281.66,2065.23,Bank Transfer,Online,No
TXN-002444,2023-07-13,CUST-00425,North,Furniture,Desk,3,305.48,0.0166,901.18,699.5,201.68,UPI,Online,No
TXN-002445,2024-06-29,CUST-01587,West,Electronics,Printer,13,201.26,0.1401,2249.78,1779.35,470.42,Bank Transfer,Online,No
TXN-002446,2025-03-26,CUST-00051,South,Furniture,Conference Table,6,542.69,0.1249,2849.36,2761.43,87.93,UPI,Online,No
TXN-002447,2024-12-06,CUST-01050,North,Electronics,Laptop,2,901.76,0.0865,1647.5,1526.55,120.95,Bank Transfer,Marketplace,No
TXN-002448,2024-08-12,CUST-02077,South,Accessories,USB Hub,9,35.32,0.0651,297.19,193.92,103.28,UPI,Online,No
TXN-002449,2024-12-10,,North,Office Supplies,Notebook,5,7.91,0.1669,32.95,22.98,9.98,Debit Card,Store,No
TXN-002450,2023-06-06,CUST-01397,North,Office Supplies,Stapler,7,9.73,0.1199,59.96,48.03,11.92,UPI,Marketplace,No
TXN-002451,2025-02-04,CUST-01944,South,Electronics,Headphones,14,108.42,0.0703,1411.29,921.91,489.38,UPI,Marketplace,No
TXN-002452,2025-03-22,CUST-01878,East,Electronics,Printer,9,,0.0556,1562.15,1143.02,419.13,Cash,Online,No
TXN-002453,2023-03-28,CUST-01480,North,Office Supplies,Pens,1,4.52,0.0804,4.16,2.66,1.5,Bank Transfer,Store,No
TXN-002454,2024-03-04,CUST-00830,South,Office Supplies,Paper Pack,2,11.98,0.081,22.02,16.48,5.54,UPI,Online,No
TXN-002455,2025-01-26,CUST-00606, SOUTH ,Accessories,USB Hub,11,31.22,0.35,223.2,201.48,21.73,UPI,Store,No
TXN-002456,2024-03-10,CUST-00397,South,Office Supplies,Paper Pack,10,12.4,0.1417,106.4,106.17,0.22,UPI,Marketplace,No
TXN-002457,2025-02-05,CUST-01842,North,Electronics,Laptop,7,842.05,0.1575,4966.25,3493.42,1472.83,,Online,No
TXN-002458,2025-05-03,CUST-00662,North,Office Supplies,Notebook,11,8.55,0.0824,86.31,56.13,30.18,UPI,Online,No
TXN-002459,2024-03-08,CUST-01625,North,Office Supplies,Folders,4,6.07,0.1691,20.17,14.54,5.64,UPI,Online,No
TXN-002460,2023-02-24,CUST-00122,South,Electronics,Monitor,4,267.42,0.0649,1000.32,707.53,292.79,UPI,Online,No
TXN-002461,2023-11-07,CUST-00730,East,Office Supplies,Notebook,6,7.72,0.0615,43.48,27.93,15.55,Bank Transfer,Online,No
TXN-002462,2023-07-16,CUST-00965,North,Electronics,Laptop,12,780.07,0.1814,7662.34,6444.13,1218.21,Bank Transfer,Online,No
TXN-002463,2024-03-08,CUST-01933,West,Electronics,Laptop,14,900.44,0.0908,11461.62,8547.06,2914.56,UPI,Store,No
TXN-002464,2024-06-18,CUST-00249,East,Electronics,Headphones,4,91.01,0.096,329.09,285.29,43.8,Debit Card,Online,No
TXN-002465,2024-02-28,CUST-01176,North,Office Supplies,Notebook,9,8.26,0.0358,71.65,57.14,14.51,Credit Card,Store,No
TXN-002466,2023-06-28,CUST-01160,North,Office Supplies,Folders,7,6.71,0.1897,38.08,39.08,-1.0,Debit Card,Online,No
TXN-002467,2023-10-02,CUST-00804,North,Electronics,Tablet,13,414.63,0.0656,5036.57,4520.14,516.43,Debit Card,Online,No
TXN-002468,2024-09-11,CUST-01999,North,Office Supplies,Paper Pack,12,12.67,0.1009,136.72,96.8,39.92,Cash,Online,No
TXN-002469,2023-01-25,CUST-02451,East,Office Supplies,Folders,3,5.99,0.2899,12.75,11.14,1.61,Debit Card,Online,No
TXN-002470,2023-07-15,CUST-00120,North,Furniture,Bookshelf,10,145.62,0.1982,1167.58,1168.81,-1.23,upi,Marketplace,No
TXN-002471,2025-03-24,CUST-02331,West,Electronics,Monitor,1,227.5,0.0901,207.0,149.57,57.42,Debit Card,Online,No
TXN-002472,2023-04-01,CUST-02242,South,Electronics,Headphones,8,94.7,0.3346,504.08,611.36,-107.28,Cash,Store,No
TXN-002473,2024-01-14,CUST-02106,East,Electronics,Headphones,4,93.75,0.07,348.75,319.61,29.14,Debit Card,Store,No
TXN-002474,2023-07-08,CUST-00308, WEST,Accessories,USB Hub,6,32.56,0.1078,174.3,134.18,40.12,Cash,Online,No
TXN-002475,2023-04-06,CUST-00970,South,Accessories,USB Hub,5,29.3,0.1418,125.73,120.23,5.5,bank transfer,Store,No
TXN-002476,2024-01-21,CUST-01640,West,Electronics,Printer,8,181.94,0.049,1384.15,983.44,400.72,Bank Transfer,Online,No
TXN-002477,2024-04-20,CUST-00511,West,Furniture,Bookshelf,12,171.42,0.209,1627.24,1452.43,174.81,Cash,Store,No
TXN-002478,2023-06-10,CUST-00602,South,Electronics,Monitor,8,260.79,0.2041,1660.4,1658.19,2.21,Cash,Online,No
TXN-002479,2023-03-12,CUST-01408,North,Electronics,Laptop,13,752.34,0.1913,7909.78,7946.75,-36.97,Cash,Online,No
TXN-002480,2023-05-03,CUST-02113,South,Furniture,Desk,14,304.59,0.3127,2930.92,2355.62,575.3,Bank Transfer,Online,Yes
TXN-002481,2024-08-17,CUST-00407,North,Electronics,Headphones,4,95.08,0.0703,353.57,216.74,136.84,Bank Transfer,Online,No
TXN-002482,2025-02-23,CUST-00026,East,Electronics,Printer,12,217.54,0.0619,2448.98,2010.07,438.91,Bank Transfer,Online,No
TXN-002483,2023-06-14,CUST-02490,,Furniture,Desk,4,314.03,0.0021,1253.51,844.97,408.53,Bank Transfer,Online,No
TXN-002484,2023-10-20,CUST-01054,South,Furniture,Office Chair,2,209.11,0.1501,355.46,312.07,43.39,Debit Card,Online,No
TXN-002485,2023-11-10,CUST-00191,West,Furniture,Cabinet,3,268.06,0.0997,724.02,532.05,191.97,UPI,Store,No
TXN-002486,2023-11-26,CUST-02405,South,Furniture,Cabinet,6,$237.05,0.1618,1192.09,1185.73,6.36,Bank Transfer,Store,No
TXN-002487,2023-08-11,CUST-00684,East,Furniture,Office Chair,3,174.73,0.0153,516.18,378.75,137.43,Credit Card,Online,No
TXN-002488,2023-02-20,CUST-00283, SOUTH ,Furniture,Office Chair,9,,0.1695,1386.62,1152.03,234.59,Debit Card,Online,No
TXN-002489,2024-04-23,CUST-01672,West,Furniture,Desk,9,285.98,11.4%,2280.72,2125.11,155.61,UPI,Online,No
TXN-002490,2023-11-22,CUST-01902,East,Accessories,Webcam,10,75.6,0.1345,654.33,433.36,220.97,Bank Transfer,Store,No
TXN-002491,2023-11-09,CUST-00317,North,Electronics,Laptop,13,861.68,0.1992,8970.45,8551.71,418.75,Credit Card,Store,No
TXN-002492,2023-08-30,CUST-01817,East,Office Supplies,Pens,3,3.61,0.049,10.31,6.78,3.53,Debit Card,Online,No
TXN-002493,2025-04-27,CUST-00945,North,Electronics,Tablet,14,400.37,0.0759,5179.46,3434.86,1744.59,Debit Card,Store,No
TXN-002494,2024-07-10,CUST-00798,East,Furniture,Cabinet,12,240.55,0.0848,2641.77,2002.09,639.67,Cash,Store,No
TXN-002495,2024-01-17,CUST-01668,East,Office Supplies,Folders,1,5.2,0.0531,4.92,4.22,0.7,Credit Card,Online,Yes
TXN-002496,2023-07-07,CUST-00152,South,Office Supplies,Notebook,9,7.43,0.0525,63.34,45.51,17.83,Bank Transfer,Store,No
TXN-002497,2024-12-31,CUST-00421,East,Accessories,Webcam,4,67.39,0.1105,239.78,151.6,88.18,UPI,Store,No
TXN-002498,2025-03-21,CUST-02083,West,Furniture,Conference Table,1,646.81,0.2019,516.21,452.85,63.36,Debit Card,Store,No
TXN-002499,2023-01-30,CUST-02465,West,Electronics,Laptop,10,966.58,0.1161,8543.68,6462.14,2081.54,Debit Card,Marketplace,No
TXN-002500,2025-04-27,,east,Office Supplies,Folders,1,6.18,0.2518,4.63,4.55,0.07,Credit Card,Online,No
TXN-002501,2024-09-29,CUST-01959,East,Electronics,Monitor,3,194.27,0.0786,537.0,403.73,133.27,Bank Transfer,Online,No
TXN-002502,2023-04-02,CUST-00320,South,Furniture,Cabinet,10,209.45,0.3141,1436.72,1384.15,52.57,Cash,Online,No
TXN-002503,2024-11-17,CUST-00773,West,Accessories,USB Hub,2,44.79,0.1441,76.67,74.91,1.76,Credit Card,Online,Yes
TXN-002504,2023-04-08,CUST-02120,West,Furniture,Conference Table,11,607.56,0.065,6248.87,4982.43,1266.44,,Marketplace,Yes
TXN-002505,2023-02-16,CUST-01783,North,Office Supplies,Notebook,1,6.33,0.0708,5.88,4.86,1.02,Bank Transfer,Marketplace,No
TXN-002506,2023-04-16,CUST-02084,north,Electronics,Printer,5,249.86,0.0286,1213.57,782.18,431.38,Cash,Online,No
TXN-002507,2024-02-24,CUST-01027,South,Electronics,Tablet,4,375.11,0.0962,1356.09,1055.73,300.35,Debit Card,Online,No
TXN-002508,2024-07-19,CUST-01443,North,Accessories,USB Hub,3,36.61,0.08,101.03,68.95,32.08,Credit Card,Store,No
TXN-002509,2024-01-07,CUST-01843,South,Electronics,Headphones,8,,0.0509,655.14,497.39,157.75,Cash,Store,No
TXN-002510,2023-04-22,CUST-01959,North,Furniture,Bookshelf,4,176.43,0.1634,590.4,411.53,178.88,Bank Transfer,Online,No
TXN-002511,2023-07-01,CUST-01815,East,Furniture,Bookshelf,3,133.0,0.0674,372.08,335.81,36.27,Cash,Online,No
TXN-002512,2025-02-16,CUST-00099,North,Furniture,Conference Table,6,571.91,0.0891,3125.76,2031.63,1094.13,UPI,Online,Yes
TXN-002513,2025-05-27,CUST-00507, SOUTH ,Electronics,Tablet,7,455.25,0.1247,2789.44,2063.77,725.67,UPI,Online,No
TXN-002514,2024-11-18,CUST-01241,East,Electronics,Printer,9,200.71,0.1919,1459.79,1072.77,387.01,Credit Card,Online,No
TXN-002515,2023-04-05,CUST-01748,South,Furniture,Cabinet,2,238.95,0.0877,435.99,307.12,128.87,Debit Card,Online,No
TXN-002516,2025-01-17,CUST-02418,South,Furniture,Cabinet,3,245.28,0.224,571.0,425.85,145.15,Bank Transfer,Store,No
TXN-002517,2024-09-23,CUST-00753,West,Office Supplies,Pens,1,4.06,0.2594,3.0,3.38,-0.37,UPI,Store,No
TXN-002518,2024-04-24,CUST-01939,West,Furniture,Desk,12,291.56,0.2868,2495.37,2298.99,196.38,UPI,Online,No
TXN-002519,2023-05-11,CUST-01661,East,Accessories,USB Hub,8,32.8,0.0429,251.12,188.79,62.33,Bank Transfer,Marketplace,No
TXN-002520,2025-06-27,CUST-00671,North,Electronics,Monitor,4,252.02,0.0426,965.11,738.73,226.37,Cash,Online,No
TXN-002521,2024-02-08,CUST-00433,North,Furniture,Cabinet,8,240.81,0.0628,1805.49,1176.94,628.56,Debit Card,Online,No
TXN-002522,2023-02-10,CUST-01559,West,Accessories,USB Hub,12,37.27,0.1597,375.84,381.7,-5.86,upi,Store,No
TXN-002523,2023-07-11,CUST-00821,East,Accessories,Webcam,11,71.15,0.2387,595.86,646.48,-50.62,UPI,Marketplace,No
TXN-002524,2024-01-01,CUST-00532,West,Furniture,Conference Table,13,633.7,,8066.2,5052.51,3013.69,,Store,No
TXN-002525,2023-02-26,CUST-00547,East,Furniture,Office Chair,4,157.08,5.8%,592.04,530.28,61.75,Credit Card,Store,No
TXN-002526,2023-10-23,CUST-00556,North,Accessories,Keyboard,3,56.31,0.01,167.25,142.86,24.38,UPI,Store,No
TXN-002527,2024-03-03,CUST-00229,South,Electronics,Monitor,11,258.65,0.1854,2317.7,2087.91,229.79,Bank Transfer,Online,No
TXN-002528,2025-05-15,CUST-00474,West,Electronics,Printer,13,218.32,0.0555,2680.78,1634.67,1046.1,Debit Card,Online,No
TXN-002529,2023-03-20,CUST-02440,West,Office Supplies,Pens,3,4.24,0.2632,9.37,7.11,2.26,UPI,Online,No
TXN-002530,2024-06-10,CUST-00475,North,Accessories,Keyboard,10,50.38,0.2859,359.72,362.96,-3.24,Bank Transfer,Marketplace,No
TXN-002531,2025-04-15,CUST-01023,East,Office Supplies,Folders,9,5.95,0.2454,40.39,38.89,1.5,Debit Card,Online,No
TXN-002532,2025-05-01,CUST-01249,North,Furniture,Bookshelf,13,166.01,0.0825,1980.07,1782.12,197.95,UPI,Online,No
TXN-002533,2025-04-23,CUST-01756,West,Accessories,Keyboard,3,56.34,0.3332,112.69,130.81,-18.12,Credit Card,Online,No
TXN-002534,2023-06-05,CUST-00775,North,Electronics,Printer,5,208.32,0.0593,979.82,700.85,278.97,Bank Transfer,Store,Yes
TXN-002535,2024-12-31,CUST-02068,East,Office Supplies,Notebook,9,7.22,0.2835,46.56,50.66,-4.1,Debit Card,Marketplace,No
TXN-002536,2025-06-11,CUST-01945,North,Electronics,Printer,13,219.12,0.35,1851.56,2210.78,-359.22,Credit Card,Online,No
